"author","coauthors"
"Marco Sperduti","Di Rienzo Franck, Phd."
"Marco Sperduti","Prany Wantzen"
"Marco Sperduti","Caroline Malherbe"
"Marco Sperduti","Aymeric Guillot"
"Marco Sperduti","Eric Bertasi"
"Marco Sperduti","Marion Leboyer"
"Marco Sperduti","François Vialatte"
"Marco Sperduti","Laurie Compère"
"Marco Sperduti","Giuseppina Porciello"
"Marco Sperduti","Bufalari Ilaria"
"Deniz S. Ones","Chockalingam Viswesvaran"
"Deniz S. Ones","Stephan Dilchert"
"Deniz S. Ones","Brenton M. Wiernik"
"Deniz S. Ones","Neil Anderson"
"Deniz S. Ones","Nathan Kuncel"
"Deniz S. Ones","Brian S. Connelly"
"Deniz S. Ones","Juergen Deller"
"Deniz S. Ones","Michael P. Wilmot"
"Deniz S. Ones","Paul R. Sackett"
"Deniz S. Ones","Kevin C. Stanek"
"Deniz S. Ones","Frieder Paulus"
"Deniz S. Ones","Murray Barrick"
"Deniz S. Ones","Jesús F. Salgado"
"Deniz S. Ones","Christopher M. Berry"
"Deniz S. Ones","Jack Kostal"
"Deniz S. Ones","Michael K. Mount"
"Deniz S. Ones","David Van Rooy"
"Deniz S. Ones","Filip Lievens"
"Deniz S. Ones","Brittany Mercado"
"Deniz S. Ones","Connie R. Wanberg"
"Stephan Dilchert","Deniz S. Ones"
"Stephan Dilchert","Brenton M. Wiernik"
"Stephan Dilchert","Chockalingam Viswesvaran"
"Stephan Dilchert","Benjamin Smarr"
"Stephan Dilchert","Ashley E. Mason"
"Stephan Dilchert","Juergen Deller"
"Stephan Dilchert","Frederick Hecht"
"Stephan Dilchert","Frieder Paulus"
"Stephan Dilchert","Brittany Mercado"
"Stephan Dilchert","Casey Giordano"
"Stephan Dilchert","Susan E. Jackson"
"Stephan Dilchert","Severine Soltani"
"Stephan Dilchert","Filip Lievens"
"Stephan Dilchert","David Van Rooy"
"Stephan Dilchert","Ilkay Altintas"
"Stephan Dilchert","Subhasis Dasgupta"
"Stephan Dilchert","Varun K. Viswanath"
"Stephan Dilchert","Kirstin Aschbacher"
"Stephan Dilchert","Sarah M. Fisher"
"Stephan Dilchert","Jack Kostal"
"Jack Kostal","Brenton M. Wiernik"
"Jack Kostal","Michael P. Wilmot"
"Jack Kostal","Deniz S. Ones"
"Jack Kostal","Nathan Kuncel"
"Jack Kostal","Paul R. Sackett"
"Jack Kostal","Stephan Dilchert"
"Jack Kostal","Jeffrey A. Dahlke"
"Jack Kostal","Michal Kosinski"
"Jack Kostal","David Stillwell"
"Jeffrey A. Dahlke","Paul R. Sackett"
"Jeffrey A. Dahlke","Brenton M. Wiernik"
"Jeffrey A. Dahlke","Nathan Kuncel"
"Jeffrey A. Dahlke","Daniel Sachau"
"Jeffrey A. Dahlke","Filip Lievens"
"Jeffrey A. Dahlke","Jack Kostal"
"Michael P. Wilmot","Deniz S. Ones"
"Michael P. Wilmot","Brenton M. Wiernik"
"Michael P. Wilmot","Connie R. Wanberg"
"Michael P. Wilmot","John Kammeyer-Mueller"
"Michael P. Wilmot","Michal Kosinski"
"Michael P. Wilmot","David Stillwell"
"Michael P. Wilmot","Colin Deyoung"
"Michael P. Wilmot","Joana Story"
"Michael P. Wilmot","John E. Barbuto, Jr."
"Michael P. Wilmot","Nick Haslam"
"Arni Magnusson","Anders Nielsen"
"Arni Magnusson","Hans J. Skaug"
"Arni Magnusson","Mollie Brooks"
"Arni Magnusson","Kasper Kristensen"
"Arni Magnusson","Casper W. Berg"
"Arni Magnusson","Ben Bolker"
"Arni Magnusson","Mark N Maunder"
"Arni Magnusson","Ray Hilborn"
"Arni Magnusson","James Ianelli"
"Arni Magnusson","Andre E. Punt"
"Anders Nielsen","Arni Magnusson"
"Anders Nielsen","Casper W. Berg"
"Anders Nielsen","Hans J. Skaug"
"Anders Nielsen","Kasper Kristensen"
"Anders Nielsen","Mollie Brooks"
"Anders Nielsen","Martin Mächler"
"Anders Nielsen","Koen J. Van Benthem"
"Anders Nielsen","John R. Sibert"
"Anders Nielsen","Ben Bolker"
"Anders Nielsen","Christoffer Moesgaard Albertsen"
"Anders Nielsen","Uffe Høgsbro Thygesen"
"Anders Nielsen","Michael Musyl"
"Anders Nielsen","James Ianelli"
"Anders Nielsen","Stottrup"
"Anders Nielsen","Christian Möllmann"
"Anders Nielsen","Jonna Tomkiewicz"
"Anders Nielsen","Ken Haste Andersen"
"Anders Nielsen","Vanessa Trijoulet"
"Anders Nielsen","Stefan Neuenfeldt"
"Anders Nielsen","Nils Chr. Stenseth"
"Juergen Deller","Anne M. Wöhrmann"
"Juergen Deller","Anne Burmeister"
"Juergen Deller","Deniz S. Ones"
"Juergen Deller","Mo Wang"
"Juergen Deller","Stephan Dilchert"
"Juergen Deller","Ulrike Fasbender"
"Juergen Deller","Günter K. Stahl"
"Juergen Deller","Beatrice Van Der Heijden"
"Juergen Deller","Frieder Paulus"
"Juergen Deller","Jan-Bennet Voltmer"
"Juergen Deller","Joyce Osland"
"Juergen Deller","Andreas Hirschi"
"Juergen Deller","Zeynep Aycan"
"Juergen Deller","Guido Hertel"
"Juergen Deller","Betina Szkudlarek"
"Juergen Deller","Prof. Dr. Annet De Lange"
"Juergen Deller","Chockalingam Viswesvaran"
"Juergen Deller","Jana Bucher"
"Juergen Deller","Brenton M. Wiernik"
"Juergen Deller","Mila Lazarova"
"Jessica Mesmer-Magnus","Leslie Dechurch"
"Jessica Mesmer-Magnus","Brenton M. Wiernik"
"Jessica Mesmer-Magnus","Jessica L. Wildman (Wildones)"
"Jessica Mesmer-Magnus","Marissa Shuffler"
"Jessica Mesmer-Magnus","Kimberly A. Taylor"
"Jessica Mesmer-Magnus","Toshio Murase, 村瀬俊朗"
"Claus Wilke","Christoph Adami"
"Claus Wilke","Austin G. Meyer"
"Claus Wilke","D. Allan Drummond"
"Claus Wilke","Stephanie J Spielman"
"Claus Wilke","Ahmad R Sedaghat, Md, Phd"
"Claus Wilke","Edward Marcotte"
"Claus Wilke","Dariya Sydykova"
"Claus Wilke","Jesse D. Bloom"
"Claus Wilke","Charles Ofria"
"Claus Wilke","Tong Zhou"
"Claus Wilke","Hadley Wickham"
"Claus Wilke","Frances Arnold"
"Claus Wilke","Adam Hockenberry"
"Claus Wilke","J Bull"
"Claus Wilke","Bryan W. Davies"
"Claus Wilke","Richard Lenski"
"Claus Wilke","Andrew Ellington"
"Claus Wilke","Jeffrey E. Barrick"
"Claus Wilke","Benjamin R. Jack"
"Claus Wilke","Eleisha L  Jackson"
"Brenton M. Wiernik","Dominique Makowski"
"Brenton M. Wiernik","Indrajeet Patil"
"Brenton M. Wiernik","Mattan S. Ben-Shachar"
"Brenton M. Wiernik","Daniel Lüdecke"
"Brenton M. Wiernik","Philip D. Waggoner"
"Brenton M. Wiernik","Deniz S. Ones"
"Brenton M. Wiernik","Stephan Dilchert"
"Brenton M. Wiernik","Jack Kostal"
"Brenton M. Wiernik","Rémi Thériault"
"Brenton M. Wiernik","Jeffrey A. Dahlke"
"Brenton M. Wiernik","Bart Wille"
"Brenton M. Wiernik","Heiko Rüger"
"Brenton M. Wiernik","Michael P. Wilmot"
"Brenton M. Wiernik","Marina Bornovalova"
"Brenton M. Wiernik","Arni Magnusson"
"Brenton M. Wiernik","Anders Nielsen"
"Brenton M. Wiernik","Mukhunth Raghavan, Phd"
"Brenton M. Wiernik","Juergen Deller"
"Brenton M. Wiernik","Jessica Mesmer-Magnus"
"Brenton M. Wiernik","Claus Wilke"
"Brenton M. Wiernik","Dominique Makowski"
"Brenton M. Wiernik","Indrajeet Patil"
"Brenton M. Wiernik","Mattan S. Ben-Shachar"
"Brenton M. Wiernik","Daniel Lüdecke"
"Brenton M. Wiernik","Philip D. Waggoner"
"Brenton M. Wiernik","Deniz S. Ones"
"Brenton M. Wiernik","Stephan Dilchert"
"Brenton M. Wiernik","Jack Kostal"
"Brenton M. Wiernik","Rémi Thériault"
"Brenton M. Wiernik","Jeffrey A. Dahlke"
"Brenton M. Wiernik","Bart Wille"
"Brenton M. Wiernik","Heiko Rüger"
"Brenton M. Wiernik","Michael P. Wilmot"
"Brenton M. Wiernik","Marina Bornovalova"
"Brenton M. Wiernik","Arni Magnusson"
"Brenton M. Wiernik","Anders Nielsen"
"Brenton M. Wiernik","Mukhunth Raghavan, Phd"
"Brenton M. Wiernik","Juergen Deller"
"Brenton M. Wiernik","Jessica Mesmer-Magnus"
"Brenton M. Wiernik","Claus Wilke"
"Brenton M. Wiernik","Dominique Makowski"
"Brenton M. Wiernik","Indrajeet Patil"
"Brenton M. Wiernik","Mattan S. Ben-Shachar"
"Brenton M. Wiernik","Daniel Lüdecke"
"Brenton M. Wiernik","Philip D. Waggoner"
"Brenton M. Wiernik","Deniz S. Ones"
"Brenton M. Wiernik","Stephan Dilchert"
"Brenton M. Wiernik","Jack Kostal"
"Brenton M. Wiernik","Rémi Thériault"
"Brenton M. Wiernik","Jeffrey A. Dahlke"
"Brenton M. Wiernik","Bart Wille"
"Brenton M. Wiernik","Heiko Rüger"
"Brenton M. Wiernik","Michael P. Wilmot"
"Brenton M. Wiernik","Marina Bornovalova"
"Brenton M. Wiernik","Arni Magnusson"
"Brenton M. Wiernik","Anders Nielsen"
"Brenton M. Wiernik","Mukhunth Raghavan, Phd"
"Brenton M. Wiernik","Juergen Deller"
"Brenton M. Wiernik","Jessica Mesmer-Magnus"
"Brenton M. Wiernik","Claus Wilke"
"Stéphane Dandeneau","Mark Baldwin"
"Stéphane Dandeneau","Laurence J. Kirmayer, Md"
"Stéphane Dandeneau","Jens Pruessner"
"Stéphane Dandeneau","Frances A. Maratos"
"Stéphane Dandeneau","Paul Gilbert"
"Stéphane Dandeneau","Kevin Paterson"
"Stéphane Dandeneau","Ursula Hess"
"Stéphane Dandeneau","John E. Lydon"
"Derek Mikola","Abel Brodeur"
"Derek Mikola","Louis-Philippe Béland"
"Derek Mikola","Oluwatobi Fakorede"
"Derek Mikola","Joanne Haddad"
"Derek Mikola","Taylor Wright"
"Derek Mikola","Nikolai M. Cook"
"Derek Mikola","Matthew Webb"
"Nikolai M. Cook","Abel Brodeur"
"Nikolai M. Cook","Anthony Heyes"
"Nikolai M. Cook","Taylor Wright"
"Nikolai M. Cook","Jonathan S. Hartley"
"Nikolai M. Cook","Derek Mikola"
"Nikolai M. Cook","Carina Neisser"
"Nikolai M. Cook","Nicholas Rivers"
"Nikolai M. Cook","Martino Pelli"
"Nikolai M. Cook","Thibaut Duprey"
"Nikolai M. Cook","David Valenta"
"Nikolai M. Cook","Ole Rogeberg"
"Nikolai M. Cook","Juan P. Aparicio"
"Nikolai M. Cook","Carl Bonander"
"Nikolai M. Cook","Tongzhe Li"
"Nikolai M. Cook","Lenka Fiala"
"Nikolai M. Cook","Tomas Havranek"
"Nikolai M. Cook","Zuzana Irsova"
"Nikolai M. Cook","Jerome Geyer-Klingeberg"
"Nikolai M. Cook","T D Stanley"
"Nikolai M. Cook","Franz Prante"
"Abel Brodeur","Louis-Philippe Béland"
"Abel Brodeur","Nikolai M. Cook"
"Abel Brodeur","Nattavudh Powdthavee (ณัฐวุฒิ เผ่าทวี)"
"Abel Brodeur","Anthony Heyes"
"Abel Brodeur","Taylor Wright"
"Abel Brodeur","Derek Mikola"
"Abel Brodeur","Yanos Zylberberg"
"Abel Brodeur","Mathias Lé"
"Abel Brodeur","Andrew Clark"
"Abel Brodeur","Marc Sangnier"
"Abel Brodeur","Sarah Flèche"
"Abel Brodeur","Lamis Kattan"
"Abel Brodeur","Leonardo Baccini"
"Abel Brodeur","Idaliya Grigoryeva"
"Abel Brodeur","Lester Lusher"
"Abel Brodeur","Magnus Johannesson"
"Abel Brodeur","Joanne Haddad"
"Abel Brodeur","Anna Dreber"
"Abel Brodeur","Fernando Hoces De La Guardia"
"Abel Brodeur","Edward Miguel"
"Flávio Azevedo","John Jost"
"Flávio Azevedo","Aleksandra Cichocka"
"Flávio Azevedo","Tobias Rothmund"
"Flávio Azevedo","Sander Van Der Linden"
"Flávio Azevedo","Helena Hartmann"
"Flávio Azevedo","Mikey Biddlestone"
"Flávio Azevedo","John J Shaw"
"Flávio Azevedo","Charlotte R. Pennington"
"Flávio Azevedo","Leticia R. Micheli"
"Flávio Azevedo","Madeleine Pownall"
"Flávio Azevedo","Laura A. King"
"Flávio Azevedo","Jake Womick"
"Flávio Azevedo","Jay J. Van Bavel"
"Flávio Azevedo","Rima-Maria Rahal"
"Flávio Azevedo","Gabriel Gaudencio Do Rego"
"Flávio Azevedo","Artur Nilsson"
"Flávio Azevedo","Patrick S. Forscher"
"Moin Syed","Kate Mclean"
"Moin Syed","Linda P. Juang"
"Moin Syed","Richard M. Lee"
"Moin Syed","Adriana Umana-Taylor"
"Moin Syed","Seth Schwartz"
"Moin Syed","Deborah Rivas-Drake"
"Moin Syed","Margarita Azmitia"
"Moin Syed","Jillian Fish"
"Moin Syed","Tiffany Yip"
"Moin Syed","Eleanor K. Seaton"
"Moin Syed","Ummul-Kiram Kathawalla"
"Moin Syed","Sarah C. Nelson, Ph.d."
"Moin Syed","Lauren L. Mitchell"
"Moin Syed","Ursula Moffitt"
"Moin Syed","Monisha Pasupathi"
"Moin Syed","Eileen L. Zurbriggen"
"Moin Syed","Maria Wängqvist"
"Moin Syed","Jonathan M. Adler"
"Moin Syed","Jennifer Lilgendahl"
"Moin Syed","Alex Ajayi"
"Hu Chuan-Peng (胡传鹏)","Kaiping Peng（彭凯平）"
"Hu Chuan-Peng (胡传鹏)","Jie Sui"
"Hu Chuan-Peng (胡传鹏)","Simon B. Eickhoff"
"Hu Chuan-Peng (胡传鹏)","Xi-Nian Zuo (左西年)"
"Hu Chuan-Peng (胡传鹏)","Yuepei Xu (许岳培)"
"Hu Chuan-Peng (胡传鹏)","Yuqing Cai"
"Hu Chuan-Peng (胡传鹏)","Ru-Yuan Zhang (张洳源)"
"Hu Chuan-Peng (胡传鹏)","Michael J Frank"
"Hu Chuan-Peng (胡传鹏)","Wanke Pan"
"Hu Chuan-Peng (胡传鹏)","Sakshi Ghai"
"Hu Chuan-Peng (胡传鹏)","Leher Singh"
"Hu Chuan-Peng (胡传鹏)","Xin Di (邸新)"
"Hu Chuan-Peng (胡传鹏)","Xiang-Zhen Kong (孔祥祯)"
"Hu Chuan-Peng (胡传鹏)","Xiaoming Jiang"
"Hu Chuan-Peng (胡传鹏)","Yi Huang"
"Hu Chuan-Peng (胡传鹏)","C Neil Macrae"
"Hu Chuan-Peng (胡传鹏)","Alexander Ly"
"Hu Chuan-Peng (胡传鹏)","Yuanyuan An"
"Hu Chuan-Peng (胡传鹏)","Alexander Fengler"
"Hu Chuan-Peng (胡传鹏)","Qing Wang (Vincent) 王庆"
"Asifa Majid","Stephen C. Levinson"
"Asifa Majid","Laura J. Speed"
"Asifa Majid","Ilja Croijmans"
"Asifa Majid","N. J. Enfield"
"Asifa Majid","Artin Arshamian"
"Asifa Majid","Sarah Dolscheid (Verlage)"
"Asifa Majid","Niclas Burenhult"
"Asifa Majid","Barbara C. Malt"
"Asifa Majid","Ewelina Wnuk"
"Asifa Majid","Carolyn O'meara"
"Asifa Majid","Elisabeth Norcliffe"
"Asifa Majid","Lila San Roque"
"Asifa Majid","Simeon Floyd"
"Asifa Majid","Daniel Casasanto"
"Asifa Majid","John L. A. Huisman"
"Asifa Majid","Alice Gaby"
"Asifa Majid","Nicholas Evans"
"Asifa Majid","Mutsumi Imai"
"Asifa Majid","Saskia Van Putten"
"Asifa Majid","Daniel Haun"
"Arathy Puthillam","Hansika Kapoor"
"Arathy Puthillam","Sampada Karandikar"
"Arathy Puthillam","Flávio Azevedo"
"Arathy Puthillam","Anirudh Tagat"
"Arathy Puthillam","Sarah Rezaei"
"Arathy Puthillam","Nikita Mehta"
"Arathy Puthillam","James Montilla Doble"
"Arathy Puthillam","Junix Jerald I. Delos Santos"
"Arathy Puthillam","Dr. Priya Silverstein"
"Arathy Puthillam","Crystal N. Steltenpohl"
"Arathy Puthillam","David Moreau"
"Arathy Puthillam","Madeleine Pownall"
"Arathy Puthillam","Shaakya Anand-Vembar"
"Arathy Puthillam","Mahmoud Elsherif"
"Arathy Puthillam","Swanaya Gurjar"
"Arathy Puthillam","Dana Basnight-Brown"
"Arathy Puthillam","Moin Syed"
"Arathy Puthillam","Hu Chuan-Peng (胡传鹏)"
"Arathy Puthillam","Asifa Majid"
"Arathy Puthillam","Rémi Thériault"
"Rémi Thériault","Indrajeet Patil"
"Rémi Thériault","Mattan S. Ben-Shachar"
"Rémi Thériault","Daniel Lüdecke"
"Rémi Thériault","Dominique Makowski"
"Rémi Thériault","Brenton M. Wiernik"
"Rémi Thériault","Philip D. Waggoner"
"Rémi Thériault","Jay A. Olson"
"Rémi Thériault","Sonia Krol"
"Rémi Thériault","Stéphane Dandeneau"
"Rémi Thériault","Derek Mikola"
"Rémi Thériault","Nikolai M. Cook"
"Rémi Thériault","Abel Brodeur"
"Rémi Thériault","Jennifer A. Bartz"
"Rémi Thériault","Dana Basnight-Brown"
"Rémi Thériault","Flávio Azevedo"
"Rémi Thériault","Moin Syed"
"Rémi Thériault","Hu Chuan-Peng (胡传鹏)"
"Rémi Thériault","Asifa Majid"
"Rémi Thériault","Arathy Puthillam"
"Rémi Thériault","Sakshi Ghai"
"Rémi Thériault","Indrajeet Patil"
"Rémi Thériault","Mattan S. Ben-Shachar"
"Rémi Thériault","Daniel Lüdecke"
"Rémi Thériault","Dominique Makowski"
"Rémi Thériault","Brenton M. Wiernik"
"Rémi Thériault","Philip D. Waggoner"
"Rémi Thériault","Jay A. Olson"
"Rémi Thériault","Sonia Krol"
"Rémi Thériault","Stéphane Dandeneau"
"Rémi Thériault","Derek Mikola"
"Rémi Thériault","Nikolai M. Cook"
"Rémi Thériault","Abel Brodeur"
"Rémi Thériault","Jennifer A. Bartz"
"Rémi Thériault","Dana Basnight-Brown"
"Rémi Thériault","Flávio Azevedo"
"Rémi Thériault","Moin Syed"
"Rémi Thériault","Hu Chuan-Peng (胡传鹏)"
"Rémi Thériault","Asifa Majid"
"Rémi Thériault","Arathy Puthillam"
"Rémi Thériault","Sakshi Ghai"
"Rémi Thériault","Indrajeet Patil"
"Rémi Thériault","Mattan S. Ben-Shachar"
"Rémi Thériault","Daniel Lüdecke"
"Rémi Thériault","Dominique Makowski"
"Rémi Thériault","Brenton M. Wiernik"
"Rémi Thériault","Philip D. Waggoner"
"Rémi Thériault","Jay A. Olson"
"Rémi Thériault","Sonia Krol"
"Rémi Thériault","Stéphane Dandeneau"
"Rémi Thériault","Derek Mikola"
"Rémi Thériault","Nikolai M. Cook"
"Rémi Thériault","Abel Brodeur"
"Rémi Thériault","Jennifer A. Bartz"
"Rémi Thériault","Dana Basnight-Brown"
"Rémi Thériault","Flávio Azevedo"
"Rémi Thériault","Moin Syed"
"Rémi Thériault","Hu Chuan-Peng (胡传鹏)"
"Rémi Thériault","Asifa Majid"
"Rémi Thériault","Arathy Puthillam"
"Rémi Thériault","Sakshi Ghai"
"Gaën Plancher","Pascale Piolino"
"Alessandro Guida","Fabien Mathy"
"Alessandro Guida","Serge Nicolas"
"Alessandro Guida","Fernand Gobet"
"Alessandro Guida","Yvonnick Noel"
"Alessandro Guida","Elger Abrahamse"
"Alessandro Guida","Nicolas Gauvrit"
"Alessandro Guida","Guillermo Campitelli"
"Alessandro Guida","Jean-Philippe Van Dijck"
"Alessandro Guida","Stephen Ramanoel, Ph.d Hdr"
"Alessandro Guida","Thierry Phenix"
"Alessandro Guida","Gaën Plancher"
"Alessandro Guida","Valerie Camos"
"Alessandro Guida","Mustapha Chekaf"
"Alessandro Guida","Pierre Barrouillet"
"Alessandro Guida","Ahmed M. Megreya"
"Alessandro Guida","Benoit Lemaire"
"Alessandro Guida","Sophie Portrat"
"Alessandro Guida","Jeremy T. Burman"
"Alessandro Guida","Fernando Soler-Toscano"
"Alessandro Guida","Krzysztof Cipora"
"Yannick Gounden","Véronique Quaglino"
"Yannick Gounden","Mathieu Hainselin"
"Yannick Gounden","Serge Nicolas"
"Yannick Gounden","Geoffrey Blondelle"
"Yannick Gounden","Henry L. Roediger"
"Ludovic Ferrand","Maria Augustinova"
"Ludovic Ferrand","Jonathan Grainger"
"Ludovic Ferrand","Boris New"
"Ludovic Ferrand","Bonin"
"Ludovic Ferrand","Christophe Pallier"
"Ludovic Ferrand","Benjamin Parris"
"Ludovic Ferrand","Marc Brysbaert"
"Ludovic Ferrand","F.-Xavier Alario"
"Ludovic Ferrand","Johannes Ziegler"
"Ludovic Ferrand","Nabil Hasshim"
"Ludovic Ferrand","Emmanuel Keuleers"
"Ludovic Ferrand","Stephane Dufau"
"Ludovic Ferrand","Arthur M Jacobs"
"Ludovic Ferrand","Glyn W. Humphreys"
"Ludovic Ferrand","Manuel Perea"
"Ludovic Ferrand","Manuel Carreiras"
"Ludovic Ferrand","Kathleen Rastle"
"Ludovic Ferrand","Kevin J Riggs"
"Ludovic Ferrand","Sebastiaan Mathôt"
"Ludovic Ferrand","Melvin Yap"
"Fernand Gobet","Julian Pine"
"Fernand Gobet","Giovanni Sala"
"Fernand Gobet","Guillermo Campitelli"
"Fernand Gobet","Daniel Freudenthal"
"Fernand Gobet","Gary Jones"
"Fernand Gobet","Peter C-H. Cheng"
"Fernand Gobet","Merim Bilalic"
"Fernand Gobet","David Z. Hambrick"
"Fernand Gobet","Steve Croker"
"Fernand Gobet","Semir Tatlidil"
"Fernand Gobet","Martyn Lloyd-Kelly"
"Fernand Gobet","Caroline Rowland"
"Fernand Gobet","Alessandro Guida"
"Fernand Gobet","Adriaan De Groot (Deceased)"
"Fernand Gobet","Erik Altmann"
"Fernand Gobet","Yvan I. Russell"
"Fernand Gobet","Alexander P. Burgoyne"
"Fernand Gobet","Serge Nicolas"
"Fernand Gobet","Alex De Voogt"
"Fernand Gobet","Andy Parton"
"Pierre Perruchet","Vinter Annie"
"Pierre Perruchet","Jorge Gallego"
"Pierre Perruchet","Bénédicte Poulin-Charronnat"
"Pierre Perruchet","Fayol Michel"
"Pierre Perruchet","Arnaud Rey"
"Pierre Perruchet","Axel Cleeremans"
"Pierre Perruchet","Martial Van Der Linden"
"Pierre Perruchet","Laurent Grégoire"
"Pierre Perruchet","Arnaud Destrebecqz"
"Pierre Perruchet","Michael D. Tyler"
"Pierre Perruchet","Barbara Tillmann"
"Pierre Perruchet","Jacques Lautrey"
"Pierre Perruchet","David Shanks"
"Pierre Perruchet","Robert M. French"
"Kouloud Abichou","Pascale Piolino"
"Kouloud Abichou","Marco Sperduti"
"Kouloud Abichou","Serge Nicolas"
"Kouloud Abichou","Delphine Preissmann"
"Kouloud Abichou","Pascale Gisquet-Verrier"
"Jeremy T. Burman","Christopher D. Green"
"Jeremy T. Burman","Serge Nicolas"
"Jeremy T. Burman","Alessandro Guida"
"Jeremy T. Burman","Ulrich Müller"
"Jeremy T. Burman","Sarah M. Hutchison"
"Jeremy T. Burman","Jovan Byford"
"Jeremy T. Burman","Cristian Tileaga"
"Jeremy T. Burman","Jennifer Bazar"
"Jeremy T. Burman","Ramiro Tau"
"Jeremy T. Burman","Brianne M. Collins"
"Jeremy T. Burman","Ivan Flis"
"Jeremy T. Burman","M. Derksen"
"Jeremy T. Burman","Jacy L. Young"
"Jeremy T. Burman","Wade E, Pickren"
"Jeremy T. Burman","Felicity Callard"
"Jeremy T. Burman","Chris Millard"
"Jeremy T. Burman","Stephan Schleim"
"Jeremy T. Burman","Johannes Westberg"
"Dalibor Vobořil","Martin Jelínek"
"Dalibor Vobořil","Petr Květon"
"Dalibor Vobořil","Marek Blatny"
"Dalibor Vobořil","Helena Klimusová"
"Dalibor Vobořil","Ivo Čermák"
"Dalibor Vobořil","Simona Hoskovcová"
"Dalibor Vobořil","Tomas Urbanek"
"Todd Lubart","Franck Zenasni"
"Todd Lubart","Baptiste Barbot"
"Todd Lubart","Martin Storme"
"Todd Lubart","Samira Bourgeois"
"Todd Lubart","Vlad Glaveanu"
"Todd Lubart","Jean-Marie Burkhardt"
"Todd Lubart","Nathalie Bonnardel"
"Todd Lubart","Giovanni Emanuele Corazza"
"Todd Lubart","Heinz Holling"
"Todd Lubart","Michael Hanchett Hanson"
"Todd Lubart","Boris Forthmann"
"Todd Lubart","Jacques Lautrey"
"Todd Lubart","Paolo Ghisletta"
"Todd Lubart","Peter Richard"
"Todd Lubart","Stéphanie Buisine"
"Todd Lubart","Denise Dellarosa Cummins"
"Todd Lubart","Ping Chung Cheung"
"Todd Lubart","Katya Stoycheva"
"Todd Lubart","Serge Nicolas"
"Todd Lubart","Georges Dellatolas"
"Guy Tiberghien","Jean-Yves Baudouin"
"Guy Tiberghien","Nicolas Franck"
"Guy Tiberghien","Rémy Versace"
"Guy Tiberghien","Emmanuel Stip"
"Guy Tiberghien","Caroline Huron"
"Guy Tiberghien","Daniel Gilibert,  S-1069-2016"
"Guy Tiberghien","Benoit Bediou"
"Guy Tiberghien","Serge Nicolas"
"Guy Tiberghien","Clara Martin"
"Guy Tiberghien","Marie Izaute"
"Guy Tiberghien","Valérian Chambon"
"Guy Tiberghien","Evelyne Clément"
"Guy Tiberghien","Stephen Lupker"
"Guy Tiberghien","Stéphane Rousset"
"Guy Tiberghien","Bernard Ans"
"Guy Tiberghien","Guy Denhiere"
"Guy Tiberghien","Martial Van Der Linden"
"Guy Tiberghien","Maryse Bianco"
"Guy Tiberghien","Romy Sauvayre"
"Guy Tiberghien","Tim Brennen"
"Thérèse Collins","Patrick Cavanagh"
"Thérèse Collins","Mark Wexler"
"Thérèse Collins","Brigitte Röder"
"Thérèse Collins","Martin Rolfs"
"Thérèse Collins","Tobias Heed"
"Thérèse Collins","Matteo Lisi"
"Thérèse Collins","Heiner Deubel"
"Thérèse Collins","Marianne Duyck"
"Thérèse Collins","Gerrit W. Maus"
"Thérèse Collins","Catherine Tallon-Baudry"
"Thérèse Collins","Arvid Herwig"
"Thérèse Collins","J. Kevin O'regan"
"Henry L. Roediger","Kathleen B. Mcdermott"
"Henry L. Roediger","Jeffrey D. Karpicke"
"Henry L. Roediger","Andrew C. Butler"
"Henry L. Roediger","David A. Gallo"
"Henry L. Roediger","Elizabeth J. Marsh"
"Henry L. Roediger","Pooja K. Agarwal, Ph.d."
"Henry L. Roediger","Franklin Zaromb"
"Henry L. Roediger","Adam Putnam"
"Henry L. Roediger","K. Andrew Desoto"
"Henry L. Roediger","Suparna Rajaram"
"Henry L. Roediger","Kavitha Srinivas"
"Henry L. Roediger","J. P. Rushton"
"Henry L. Roediger","Sean Kang"
"Henry L. Roediger","Robert Sternberg"
"Henry L. Roediger","Fergus I. M. Craik"
"Henry L. Roediger","James H. Neely"
"Henry L. Roediger","Bridgid Finn"
"Henry L. Roediger","Diane Halpern"
"Henry L. Roediger","Mary Pyc"
"Henry L. Roediger","Jason R. Finley"
"Andrea Bosco","Alessandro Oronzo Caffò"
"Andrea Bosco","Giulio Lancioni"
"Andrea Bosco","Mark O'reilly"
"Andrea Bosco","Teresa Gloria Scalisi"
"Andrea Bosco","Jop Groeneweg"
"Andrea Bosco","Maria A. Brandimonte, Suor Orsola Be..."
"Andrea Bosco","Marina De Tommaso"
"Andrea Bosco","Emanuele Coluccia"
"Andrea Bosco","Giuseppe Riva"
"Andrea Bosco","Silvia Serino"
"Andrea Bosco","Pietro Cipresso"
"Andrea Bosco","Alessandro Taurino"
"Andrea Bosco","Jonathan Schooler"
"Andrea Bosco","Samuele Filomena"
"Andrea Bosco","Serge Nicolas"
"Andrea Bosco","Pascale Piolino"
"Andrea Bosco","Giuseppe Curcio"
"Serge Nicolas","Pascale Piolino"
"Serge Nicolas","Gaën Plancher"
"Serge Nicolas","Alessandro Guida"
"Serge Nicolas","Yannick Gounden"
"Serge Nicolas","Ludovic Ferrand"
